uplink_message.rx_metadata_0.gateway_ids.gateway_id,uplink_message.rx_metadata_0.gateway_ids.eui,uplink_message.rx_metadata_0.time,uplink_message.rx_metadata_0.timestamp,uplink_message.rx_metadata_0.rssi,uplink_message.rx_metadata_0.channel_rssi,uplink_message.rx_metadata_0.snr,uplink_message.rx_metadata_0.location.latitude,uplink_message.rx_metadata_0.location.longitude,uplink_message.rx_metadata_0.location.altitude,uplink_message.rx_metadata_0.location.source,uplink_message.rx_metadata_0.uplink_token,uplink_message.rx_metadata_0.channel_index,uplink_message.rx_metadata_0.received_at,uplink_message.rx_metadata_1.gateway_ids.gateway_id,uplink_message.rx_metadata_1.gateway_ids.eui,uplink_message.rx_metadata_1.time,uplink_message.rx_metadata_1.timestamp,uplink_message.rx_metadata_1.rssi,uplink_message.rx_metadata_1.channel_rssi,uplink_message.rx_metadata_1.snr,uplink_message.rx_metadata_1.location.latitude,uplink_message.rx_metadata_1.location.longitude,uplink_message.rx_metadata_1.location.altitude,uplink_message.rx_metadata_1.location.source,uplink_message.rx_metadata_1.uplink_token,uplink_message.rx_metadata_1.channel_index,uplink_message.rx_metadata_1.received_at,uplink_message.rx_metadata_2.gateway_ids.gateway_id,uplink_message.rx_metadata_2.gateway_ids.eui,uplink_message.rx_metadata_2.time,uplink_message.rx_metadata_2.timestamp,uplink_message.rx_metadata_2.rssi,uplink_message.rx_metadata_2.channel_rssi,uplink_message.rx_metadata_2.snr,uplink_message.rx_metadata_2.location.latitude,uplink_message.rx_metadata_2.location.longitude,uplink_message.rx_metadata_2.location.altitude,uplink_message.rx_metadata_2.location.source,uplink_message.rx_metadata_2.uplink_token,uplink_message.rx_metadata_2.channel_index,uplink_message.rx_metadata_2.received_at,uplink_message.rx_metadata_3.gateway_ids.gateway_id,uplink_message.rx_metadata_3.gateway_ids.eui,uplink_message.rx_metadata_3.time,uplink_message.rx_metadata_3.timestamp,uplink_message.rx_metadata_3.rssi,uplink_message.rx_metadata_3.channel_rssi,uplink_message.rx_metadata_3.snr,uplink_message.rx_metadata_3.location.latitude,uplink_message.rx_metadata_3.location.longitude,uplink_message.rx_metadata_3.location.altitude,uplink_message.rx_metadata_3.location.source,uplink_message.rx_metadata_3.uplink_token,uplink_message.rx_metadata_3.channel_index,uplink_message.rx_metadata_3.received_at,uplink_message.rx_metadata_4.gateway_ids.gateway_id,uplink_message.rx_metadata_4.gateway_ids.eui,uplink_message.rx_metadata_4.time,uplink_message.rx_metadata_4.timestamp,uplink_message.rx_metadata_4.rssi,uplink_message.rx_metadata_4.channel_rssi,uplink_message.rx_metadata_4.snr,uplink_message.rx_metadata_4.location.latitude,uplink_message.rx_metadata_4.location.longitude,uplink_message.rx_metadata_4.location.altitude,uplink_message.rx_metadata_4.location.source,uplink_message.rx_metadata_4.uplink_token,uplink_message.rx_metadata_4.channel_index,uplink_message.rx_metadata_4.received_at,received_at
'smartua-iot-r05','3730392055004100','2024-10-11T16:58:09.805007Z',3911858415,-86,-86,5.5,38.38418726539637,-0.5101910233497621,10,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjA1Egg3MDkgVQBBABDv8ajJDhoMCLGypbgGEIrI3JACIJjLuefsm+0B',5,'2024-10-11T16:58:25.546706900Z','smartua-iot-r04','3530362049001700','2024-10-11T16:55:27.428121Z',2586611564,-97,-97,-5.25,38.38473180809575,-0.5102983117103578,10,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjA0Egg1MDYgSQAXABDsnrLRCRoMCLGypbgGEMCI4ZMCIOD7wPCj8u0B',5,'2024-10-11T16:58:25.578307136Z','smartua-iot-r03','3436323818005700','2024-10-11T16:58:15.586596Z',3911670129,-108,-108,-4.75,38.385917659159134,-0.5170252919197084,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAzEgg0NjI4GABXABDxsp3JDhoMCLGypbgGELnSrpQCIOjC1Y3sm+0B',5,'2024-10-11T16:58:25.579578169Z','smartua-iot-r01','3133303726006500','2024-10-11T16:58:02.864654Z',1629354113,-72,-72,8,38.3846865837538,-0.513212937943281,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAxEggxMzA3JgBlABCB8feIBhoMCLGypbgGEOa/oZUCIOjvyui11u0B',5,'2024-10-11T16:58:25.554429335Z','smartua-iot-r06','503035414C284750','2024-10-11T16:58:14.570438Z',1612830924,-91,-91,7,38.3833301416072,-0.512394097936542,8,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjA2EghQMDVBTChHUBDMsYeBBhoMCLGypbgGEP/lgJ4CIOC526H41e0B',5,'2024-10-11T16:58:25.569331942Z','2024-10-11T16:58:25.778604944Z'
'smartua-iot-r03','3436323818005700','2024-10-11T17:00:19.445489Z',4035529728,-116,-116,-2,38.385917659159134,-0.5170252919197084,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAzEgg0NjI4GABXABCAmKWEDxoMCK2zpbgGEKPi3M0BIIDAw8K5n+0B','#fill#','2024-10-11T17:00:29.431436067Z','smartua-iot-r05','3730392055004100','2024-10-11T17:00:13.662913Z',4035717990,-98,-98,-4.25,38.38418726539637,-0.5101910233497621,10,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjA1Egg3MDkgVQBBABDm1rCEDxoMCK2zpbgGELWW9M8BIPCMppy6n+0B','#fill#','2024-10-11T17:00:29.410778879Z','smartua-iot-r06','503035414C284750','2024-10-11T17:00:18.429858Z',1736690595,-111,-111,-0.5,38.3833301416072,-0.512394097936542,8,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjA2EghQMDVBTChHUBCjl4+8BhoMCK2zpbgGEPDBwN0BILjpzdbF2e0B','#fill#','2024-10-11T17:00:29.433876446Z','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','2024-10-11T17:00:29.637800155Z'
'smartua-iot-r05','3730392055004100','2024-10-11T17:02:20.439276Z',4162494794,-89,-89,6,38.38418726539637,-0.5101910233497621,10,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjA1Egg3MDkgVQBBABDKwurADxoLCKy0pbgGELL8l2QgkJKYwJKj7QE=',1,'2024-10-11T17:02:36.184872956Z','smartua-iot-r01','3133303726006500','2024-10-11T17:02:13.498521Z',1879990186,-99,-99,7.75,38.3846865837538,-0.513212937943281,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAxEggxMzA3JgBlABCqv7mABxoLCKy0pbgGEMLhp2YgkOCWwdvd7QE=',1,'2024-10-11T17:02:36.187528710Z','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','2024-10-11T17:02:36.417471890Z'
'smartua-iot-r03','3436323818005700','2024-10-11T17:02:31.663973Z',4167748968,-113,-113,-2,38.385917659159134,-0.5170252919197084,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAzEgg0NjI4GABXABDomqvDDxoMCLG0pbgGEPLptrcCIMC8yYmmo+0B',1,'2024-10-11T17:02:41.653112562Z','smartua-iot-r01','3133303726006500','2024-10-11T17:02:18.940370Z',1885432610,-99,-99,7.75,38.3846865837538,-0.513212937943281,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAxEggxMzA3JgBlABCi1oWDBxoMCLG0pbgGEPKAx7kCIND5qeTv3e0B',1,'2024-10-11T17:02:41.630539702Z','smartua-iot-r06','503035414C284750','2024-10-11T17:02:30.647757Z',1868909915,-105,-105,4.5,38.3833301416072,-0.512394097936542,8,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjA2EghQMDVBTChHUBDbmpX7BhoMCLG0pbgGEITugcICIPjW2J2y3e0B',1,'2024-10-11T17:02:41.644662258Z','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','2024-10-11T17:02:41.865797218Z'
'smartua-iot-r01','3133303726006500','2024-10-11T17:03:58.752785Z',1985245675,-77,-77,9.25,38.3846865837538,-0.513212937943281,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAxEggxMzA3JgBlABDr49GyBxoMCJW1pbgGEMDxk9wBIPj7887j4O0B',7,'2024-10-11T17:04:21.434668657Z','smartua-iot-r03','3436323818005700','2024-10-11T17:04:11.476302Z',4267562161,-92,-92,8.5,38.385917659159134,-0.5170252919197084,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAzEgg0NjI4GABXABCxqffyDxoMCJW1pbgGEOb22NwBIOimm/SZpu0B',7,'2024-10-11T17:04:21.435584590Z','smartua-iot-r06','503035414C284750','2024-10-11T17:04:10.460890Z',1968723164,-83,-83,8.75,38.3833301416072,-0.512394097936542,8,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjA2EghQMDVBTChHUBDcqeGqBxoMCJW1pbgGEMeu5eQBIOD2rYim4O0B',7,'2024-10-11T17:04:21.449160245Z','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','2024-10-11T17:04:21.671118684Z'
'smartua-iot-r01','3133303726006500','2024-10-11T17:05:12.446734Z',2058940930,-77,-77,7.25,38.3846865837538,-0.513212937943281,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAxEggxMzA3JgBlABCC5OPVBxoLCN+1pbgGEIatiE8g0K/Fk/bi7QE=',5,'2024-10-11T17:05:35.138781239Z','smartua-iot-r03','3436323818005700','2024-10-11T17:05:25.171489Z',46290209,-93,-93,6.75,38.385917659159134,-0.5170252919197084,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAzEgg0NjI4GABXABChqokWGgsI37WluAYQpJDVUCDokfK4rKjtAQ==',5,'2024-10-11T17:05:35.141921036Z','smartua-iot-r06','503035414C284750','2024-10-11T17:05:24.155821Z',2042418564,-96,-96,2,38.3833301416072,-0.512394097936542,8,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjA2EghQMDVBTChHUBCEq/PNBxoLCN+1pbgGEJuJk1IgoJeIzbji7QE=',5,'2024-10-11T17:05:35.140989843Z','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','2024-10-11T17:05:35.375557645Z'
'smartua-iot-r03','3436323818005700','2024-10-11T17:06:06.369130Z',87488696,-109,-109,-6.75,38.385917659159134,-0.5170252919197084,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAzEgg0NjI4GABXABC48dspGgwIiLaluAYQ9KexqgEgwJ3u9cWp7QE=',4,'2024-10-11T17:06:16.330077916Z','smartua-iot-r01','3133303726006500','2024-10-11T17:05:53.645030Z',2100139362,-104,-104,6,38.3846865837538,-0.513212937943281,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAxEggxMzA3JgBlABDiqrbpBxoMCIi2pbgGELbwmKwBINCNvtCP5O0B',4,'2024-10-11T17:06:16.334087143Z','smartua-iot-r05','3730392055004100','2024-10-11T17:06:00.586588Z',87676934,-93,-93,2,38.38418726539637,-0.5101910233497621,10,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjA1Egg3MDkgVQBBABCGsOcpGgwIiLaluAYQlrfIrQEg8K7Pz8ap7QE=',4,'2024-10-11T17:06:16.338960891Z','smartua-iot-r06','503035414C284750','2024-10-11T17:06:05.353565Z',2083617068,-108,-108,3.75,38.3833301416072,-0.512394097936542,8,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjA2EghQMDVBTChHUBCs8sXhBxoMCIi2pbgGEPSRvrUBIOCnhYrS4+0B',4,'2024-10-11T17:06:16.349313516Z','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','2024-10-11T17:06:16.568664976Z'
'smartua-iot-r01','3133303726006500','2024-10-11T17:06:53.084043Z',2159579026,-109,-109,2.25,38.3846865837538,-0.513212937943281,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAxEggxMzA3JgBlABCSn+KFCBoMCMO2pbgGEP3Ow/sCINCkw4ft5e0B',6,'2024-10-11T17:07:15.768896193Z','smartua-iot-r03','3436323818005700','2024-10-11T17:07:05.808570Z',146928441,-109,-109,3,38.385917659159134,-0.5170252919197084,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAzEgg0NjI4GABXABC55odGGgwIw7aluAYQgIC6+wIgqK34rKOr7QE=',6,'2024-10-11T17:07:15.768525032Z','smartua-iot-r06','503035414C284750','2024-10-11T17:07:04.793426Z',2143056852,-92,-92,8.25,38.3833301416072,-0.512394097936542,8,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjA2EghQMDVBTChHUBDU5/H9BxoMCMO2pbgGENWB74IDIKDokcGv5e0B',6,'2024-10-11T17:07:15.780030413Z','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','2024-10-11T17:07:16.006092350Z'
'smartua-iot-r03','3436323818005700','2024-10-11T17:07:40.206393Z',181325928,-95,-95,9,38.385917659159134,-0.5170252919197084,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAzEgg0NjI4GABXABDooLtWGgsI5raluAYQjOTEWyDArPi+o6ztAQ==',4,'2024-10-11T17:07:50.164721908Z','smartua-iot-r01','3133303726006500','2024-10-11T17:07:27.481688Z',2193976466,-68,-68,9.5,38.3846865837538,-0.513212937943281,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAxEggxMzA3JgBlABCS2ZWWCBoLCOa2pbgGEPy9v14g0LTAme3m7QE=',4,'2024-10-11T17:07:50.171140160Z','smartua-iot-r06','503035414C284750','2024-10-11T17:07:39.190724Z',2177454356,-91,-91,10.25,38.3833301416072,-0.512394097936542,8,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjA2EghQMDVBTChHUBCUoqWOCBoLCOa2pbgGEN++ymYgoOyS06/m7QE=',4,'2024-10-11T17:07:50.183840855Z','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','2024-10-11T17:07:50.397918988Z'
'smartua-iot-r01','3133303726006500','2024-10-11T17:07:52.829494Z',2219324802,-85,-85,9.5,38.3846865837538,-0.513212937943281,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAxEggxMzA3JgBlABCC66CiCBoMCP+2pbgGEMewg4cCINCHxNDL5+0B',7,'2024-10-11T17:08:15.524574091Z','smartua-iot-r03','3436323818005700','2024-10-11T17:08:05.554119Z',206674289,-97,-97,8.25,38.385917659159134,-0.5170252919197084,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAzEgg0NjI4GABXABDxssZiGgwI/7aluAYQ1sCbhwIg6ML99YGt7QE=',7,'2024-10-11T17:08:15.524755774Z','smartua-iot-r06','503035414C284750','2024-10-11T17:08:04.538910Z',2202802732,-92,-92,7.75,38.3833301416072,-0.512394097936542,8,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjA2EghQMDVBTChHUBCstLCaCBoMCP+2pbgGEMSrupACIOD3mIqO5+0B',7,'2024-10-11T17:08:15.540092092Z','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','2024-10-11T17:08:15.762007800Z'
'smartua-iot-r01','3133303726006500','2024-10-11T17:10:23.908568Z',2370405962,-107,-107,5.25,38.3846865837538,-0.513212937943281,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAxEggxMzA3JgBlABDKjKbqCBoMCJa4pbgGEKKp4qgCIJCi0rn+6+0B',6,'2024-10-11T17:10:46.594209317Z','smartua-iot-r03','3436323818005700','2024-10-11T17:10:36.634776Z',357755649,-102,-102,6,38.385917659159134,-0.5170252919197084,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAzEgg0NjI4GABXABCB1suqARoMCJa4pbgGEICw7qsCIOj3l9+0se0B',6,'2024-10-11T17:10:46.601610984Z','smartua-iot-r06','503035414C284750','2024-10-11T17:10:35.618816Z',2353884180,-101,-101,7.75,38.3833301416072,-0.512394097936542,8,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjA2EghQMDVBTChHUBCU2LXiCBoMCJa4pbgGEKL2krQCIKDcuPPA6+0B',6,'2024-10-11T17:10:46.615581712Z','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','2024-10-11T17:10:46.832096677Z'
'smartua-iot-r01','3133303726006500','2024-10-11T17:10:28.332147Z',2374829586,-103,-103,6.5,38.3846865837538,-0.513212937943281,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAxEggxMzA3JgBlABCSjLTsCBoLCJu4pbgGENPI/xcg0Oz+9o7s7QE=','#fill#','2024-10-11T17:10:51.022165974Z','smartua-iot-r03','3436323818005700','2024-10-11T17:10:41.058407Z',362179280,-109,-109,4.5,38.385917659159134,-0.5170252919197084,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAzEgg0NjI4GABXABDQ1dmsARoLCJu4pbgGEJCVsBkggPnEnMWx7QE=','#fill#','2024-10-11T17:10:51.025972088Z','smartua-iot-r06','503035414C284750','2024-10-11T17:10:40.042429Z',2358307819,-83,-83,9.25,38.3833301416072,-0.512394097936542,8,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjA2EghQMDVBTChHUBDr18PkCBoLCJu4pbgGENH2tCMg+JvmsNHr7QE=','#fill#','2024-10-11T17:10:51.043616319Z','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','2024-10-11T17:10:51.258468599Z'
'smartua-iot-r05','3730392055004100','2024-10-11T17:12:20.821465Z',467914509,-89,-89,5.5,38.38418726539637,-0.5101910233497621,10,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjA1Egg3MDkgVQBBABCNno/fARoMCIS5pbgGEPPm45sCIMiVg4/PtO0B',2,'2024-10-11T17:12:36.569568423Z','smartua-iot-r01','3133303726006500','2024-10-11T17:12:13.878678Z',2480376492,-102,-102,5.25,38.3846865837538,-0.513212937943281,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAxEggxMzA3JgBlABCsld6eCRoMCIS5pbgGEKXxrp8CIODf1o+Y7+0B',2,'2024-10-11T17:12:36.574971077Z','smartua-iot-r06','503035414C284750','2024-10-11T17:12:25.589392Z',2463854915,-104,-104,4,38.3833301416072,-0.512394097936542,8,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjA2EghQMDVBTChHUBDD4u2WCRoMCIS5pbgGEJmIh6gCILjbycna7u0B',2,'2024-10-11T17:12:36.590221575Z','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','2024-10-11T17:12:36.804863596Z'
'smartua-iot-r01','3133303726006500','2024-10-11T17:12:19.305989Z',2485804084,-98,-98,8,38.3846865837538,-0.513212937943281,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAxEggxMzA3JgBlABC0uKmhCRoLCIq5pbgGENTD8QogoNbgq6zv7QE=',7,'2024-10-11T17:12:41.995151860Z','smartua-iot-r05','3730392055004100','2024-10-11T17:12:26.248730Z',473342109,-95,-95,3.75,38.38418726539637,-0.5101910233497621,10,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjA1Egg3MDkgVQBBABCdwdrhARoLCIq5pbgGEOnY1wsgyMqNq+O07QE=',7,'2024-10-11T17:12:41.998944669Z','smartua-iot-r03','3436323818005700','2024-10-11T17:12:32.032388Z',473153913,-113,-113,-1.25,38.385917659159134,-0.5170252919197084,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAzEgg0NjI4GABXABD5gs/hARoLCIq5pbgGEO3K0wwgqIGv0eK07QE=',7,'2024-10-11T17:12:41.999289429Z','smartua-iot-r06','503035414C284750','2024-10-11T17:12:31.016993Z',2469282524,-105,-105,5.75,38.3833301416072,-0.512394097936542,8,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjA2EghQMDVBTChHUBDchbmZCRoLCIq5pbgGELvqqhgg4NbU5e7u7QE=',7,'2024-10-11T17:12:42.020382249Z','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','2024-10-11T17:12:42.230493325Z'
'smartua-iot-r01','3133303726006500','2024-10-11T17:13:24.552136Z',2551051036,-108,-108,-5.25,38.3846865837538,-0.513212937943281,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAxEggxMzA3JgBlABCc5rfACRoLCMu5pbgGEPOLzH8g4Mr2s5/x7QE=',5,'2024-10-11T17:13:47.239905299Z','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','2024-10-11T17:13:47.473352183Z'
'smartua-iot-r03','3436323818005700','2024-10-11T17:13:38.897142Z',540018744,-92,-92,8,38.385917659159134,-0.5170252919197084,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAzEgg0NjI4GABXABC4kMCBAhoMCMy5pbgGEJeEr6gDIMC1gN3btu0B',3,'2024-10-11T17:13:48.862717183Z','smartua-iot-r01','3133303726006500','2024-10-11T17:13:26.169472Z',2552668820,-101,-101,7.75,38.3846865837538,-0.513212937943281,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAxEggxMzA3JgBlABCUxZrBCRoMCMy5pbgGEKaf0qkDIKCkrLel8e0B',3,'2024-10-11T17:13:48.864957382Z','smartua-iot-r06','503035414C284750','2024-10-11T17:13:37.881378Z',2536147387,-99,-99,8.25,38.3833301416072,-0.512394097936542,8,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjA2EghQMDVBTChHUBC7k6q5CRoMCMy5pbgGELOtzLEDIPiEqPHn8O0B',3,'2024-10-11T17:13:48.878666657Z','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','2024-10-11T17:13:49.100741998Z'
'smartua-iot-r04','3530362049001700','2024-10-11T17:10:55.962665Z',3515155395,-95,-95,-3,38.38473180809575,-0.5102983117103578,10,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjA0Egg1MDYgSQAXABDDh5SMDRoLCNK5pbgGELemrDgguOPa/KaN7gE=',2,'2024-10-11T17:13:54.118166327Z','smartua-iot-r01','3133303726006500','2024-10-11T17:13:31.398400Z',2557897100,-115,-115,-5.5,38.3846865837538,-0.513212937943281,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAxEggxMzA3JgBlABCM09nDCRoLCNK5pbgGENSH/zkg4JWx9Ljx7QE=',2,'2024-10-11T17:13:54.093939700Z','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','2024-10-11T17:13:54.328399201Z'
