end_device_ids.device_id,end_device_ids.application_ids.application_id,end_device_ids.dev_eui,end_device_ids.join_eui,end_device_ids.dev_addr,correlation_ids_0,received_at,uplink_message.session_key_id,uplink_message.f_port,uplink_message.f_cnt,uplink_message.frm_payload,uplink_message.decoded_payload.bytes_0,uplink_message.decoded_payload.bytes_1,uplink_message.decoded_payload.bytes_2,uplink_message.decoded_payload.bytes_3,uplink_message.decoded_payload.bytes_4,uplink_message.decoded_payload.bytes_5,uplink_message.decoded_payload.bytes_6,uplink_message.decoded_payload.bytes_7,uplink_message.decoded_payload.bytes_8,uplink_message.decoded_payload.bytes_9,uplink_message.decoded_payload.bytes_10,uplink_message.rx_metadata_0.gateway_ids.gateway_id,uplink_message.rx_metadata_0.gateway_ids.eui,uplink_message.rx_metadata_0.time,uplink_message.rx_metadata_0.timestamp,uplink_message.rx_metadata_0.rssi,uplink_message.rx_metadata_0.channel_rssi,uplink_message.rx_metadata_0.snr,uplink_message.rx_metadata_0.location.latitude,uplink_message.rx_metadata_0.location.longitude,uplink_message.rx_metadata_0.location.altitude,uplink_message.rx_metadata_0.location.source,uplink_message.rx_metadata_0.uplink_token,uplink_message.rx_metadata_0.channel_index,uplink_message.rx_metadata_0.received_at,uplink_message.rx_metadata_1.gateway_ids.gateway_id,uplink_message.rx_metadata_1.gateway_ids.eui,uplink_message.rx_metadata_1.time,uplink_message.rx_metadata_1.timestamp,uplink_message.rx_metadata_1.rssi,uplink_message.rx_metadata_1.channel_rssi,uplink_message.rx_metadata_1.snr,uplink_message.rx_metadata_1.location.latitude,uplink_message.rx_metadata_1.location.longitude,uplink_message.rx_metadata_1.location.altitude,uplink_message.rx_metadata_1.location.source,uplink_message.rx_metadata_1.uplink_token,uplink_message.rx_metadata_1.channel_index,uplink_message.rx_metadata_1.received_at,uplink_message.rx_metadata_2.gateway_ids.gateway_id,uplink_message.rx_metadata_2.gateway_ids.eui,uplink_message.rx_metadata_2.time,uplink_message.rx_metadata_2.timestamp,uplink_message.rx_metadata_2.rssi,uplink_message.rx_metadata_2.channel_rssi,uplink_message.rx_metadata_2.snr,uplink_message.rx_metadata_2.location.latitude,uplink_message.rx_metadata_2.location.longitude,uplink_message.rx_metadata_2.location.altitude,uplink_message.rx_metadata_2.location.source,uplink_message.rx_metadata_2.uplink_token,uplink_message.rx_metadata_2.channel_index,uplink_message.rx_metadata_2.received_at,uplink_message.rx_metadata_3.gateway_ids.gateway_id,uplink_message.rx_metadata_3.gateway_ids.eui,uplink_message.rx_metadata_3.time,uplink_message.rx_metadata_3.timestamp,uplink_message.rx_metadata_3.rssi,uplink_message.rx_metadata_3.channel_rssi,uplink_message.rx_metadata_3.snr,uplink_message.rx_metadata_3.location.latitude,uplink_message.rx_metadata_3.location.longitude,uplink_message.rx_metadata_3.location.altitude,uplink_message.rx_metadata_3.location.source,uplink_message.rx_metadata_3.uplink_token,uplink_message.rx_metadata_3.channel_index,uplink_message.rx_metadata_3.received_at,uplink_message.settings.data_rate.lora.bandwidth,uplink_message.settings.data_rate.lora.spreading_factor,uplink_message.settings.data_rate.lora.coding_rate,uplink_message.settings.frequency,uplink_message.settings.timestamp,uplink_message.settings.time,uplink_message.received_at,uplink_message.consumed_airtime,uplink_message.version_ids.brand_id,uplink_message.version_ids.model_id,uplink_message.version_ids.hardware_version,uplink_message.version_ids.firmware_version,uplink_message.version_ids.band_id,uplink_message.network_ids.net_id,uplink_message.network_ids.ns_id,uplink_message.network_ids.tenant_id,uplink_message.network_ids.cluster_id,uplink_message.network_ids.cluster_address,uplink_message.packet_error_rate,uplink_message.rx_metadata_4.gateway_ids.gateway_id,uplink_message.rx_metadata_4.gateway_ids.eui,uplink_message.rx_metadata_4.time,uplink_message.rx_metadata_4.timestamp,uplink_message.rx_metadata_4.rssi,uplink_message.rx_metadata_4.channel_rssi,uplink_message.rx_metadata_4.snr,uplink_message.rx_metadata_4.location.latitude,uplink_message.rx_metadata_4.location.longitude,uplink_message.rx_metadata_4.location.altitude,uplink_message.rx_metadata_4.location.source,uplink_message.rx_metadata_4.uplink_token,uplink_message.rx_metadata_4.channel_index,uplink_message.rx_metadata_4.received_at
13,0,13,0,13,104,104,13,2,12183,68,13,36,0,0,7,141,7,208,1,17,16,0,0,104,1425764009,-98,-98,9,38.385917659159134,-0.5170252919197084,20,0,104,6,104,2,2,103,3438429668,-95,-95,10,38.3846865837538,-0.513212937943281,20,0,103,6,103,3,3,87,3421884348,-99,-99,8.75,38.3833301416072,-0.512394097936542,8,0,87,6,87,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,2,1425764009,104,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,14,0,14,105,105,14,2,11321,69,13,32,0,0,6,104,9,158,0,130,16,2,2,105,3443459180,-114,-114,-8.5,38.3846865837538,-0.513212937943281,20,0,105,4,105,1,1,104,105739048,-87,-87,5.5,38.38473180809575,-0.5102983117103578,10,0,104,4,104,2,2,88,1430793529,-113,-113,-2.5,38.385917659159134,-0.5170252919197084,20,0,88,4,88,0,0,31,3426913868,-103,-103,7,38.3833301416072,-0.512394097936542,8,0,31,4,31,125000,7,0,3,3443459180,105,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,6,1,6,106,106,6,85,2200,2,3,123,0,0,0,0,0,0,0,0,0,1,1,106,1565387358,-97,-97,-0.25,38.38418726539637,-0.5101910233497621,10,0,106,3,106,3,3,105,1565198137,-110,-110,-3.75,38.385917659159134,-0.5170252919197084,20,0,105,3,105,0,0,89,3577863607,-104,-104,6.25,38.3846865837538,-0.513212937943281,20,0,89,3,89,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,5,1565387358,106,106,1,1,1,1,1,0,0,0,0,0,0,0.04761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,107,107,0,2,11320,0,13,72,0,0,0,0,0,0,0,0,16,1,1,107,1701994263,-91,-91,4.5,38.38418726539637,-0.5101910233497621,10,0,107,4,107,3,3,106,1701805057,-99,-99,6.5,38.385917659159134,-0.5170252919197084,20,0,106,4,106,0,0,90,3714470356,-73,-73,10,38.3846865837538,-0.513212937943281,20,0,90,4,90,3,3,32,376750480,-97,-97,-5.25,38.38473180809575,-0.5102983117103578,10,0,32,4,32,125000,7,0,3,1701994263,107,107,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3697925604,-91,-91,9.75,38.3833301416072,-0.512394097936542,8,1,2,4,2
1,0,1,0,1,108,108,1,2,12181,70,13,2,0,0,9,137,9,71,2,12,16,0,0,108,1825997577,-110,-110,-5.5,38.385917659159134,-0.5170252919197084,20,0,108,6,108,2,2,107,3838662712,-114,-114,-6,38.3846865837538,-0.513212937943281,20,0,107,6,107,5,5,91,1826186773,-95,-95,-5.75,38.38418726539637,-0.5101910233497621,10,0,91,6,91,0,0,33,3822118228,-116,-116,-7.5,38.3833301416072,-0.512394097936542,8,0,33,6,33,125000,7,0,2,1825997577,108,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,2,1,2,109,109,2,85,2194,2,3,123,0,0,0,0,0,0,0,0,0,2,2,109,3958064653,-103,-103,5.75,38.3846865837538,-0.513212937943281,20,0,109,2,109,0,0,108,1945588859,-91,-91,4,38.38418726539637,-0.5101910233497621,10,0,108,2,108,3,3,92,3941520411,-102,-102,4.5,38.3833301416072,-0.512394097936542,8,0,92,2,92,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,0,3958064653,109,109,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,3,1,3,110,110,3,85,2469,2,3,123,0,0,0,0,0,0,0,0,0,1,1,110,1950992861,-95,-95,1,38.38418726539637,-0.5101910233497621,10,0,110,2,110,2,2,109,3963468653,-103,-103,5.75,38.3846865837538,-0.513212937943281,20,0,109,2,109,3,3,93,3946924419,-105,-105,4.75,38.3833301416072,-0.512394097936542,8,0,93,2,93,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,0,1950992861,110,110,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,4,0,4,111,111,4,2,12184,71,13,23,0,0,10,47,8,89,2,218,16,2,2,111,4070750573,-74,-74,8.75,38.3846865837538,-0.513212937943281,20,0,111,6,111,3,3,110,2058085737,-90,-90,8.5,38.385917659159134,-0.5170252919197084,20,0,110,6,110,3,3,94,4054206564,-83,-83,9.5,38.3833301416072,-0.512394097936542,8,0,94,6,94,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,2,4070750573,111,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,5,0,5,112,112,5,2,12255,72,13,27,0,0,2,241,8,121,0,7,16,0,0,112,2131672312,-90,-90,8.75,38.385917659159134,-0.5170252919197084,20,0,112,0,112,2,2,111,4144337053,-79,-79,8.75,38.3846865837538,-0.513212937943281,20,0,111,0,111,3,3,95,4127793195,-101,-101,7,38.3833301416072,-0.512394097936542,8,0,95,0,95,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,6,2131672312,112,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,6,1,6,113,113,6,85,2201,2,3,123,0,0,0,0,0,0,0,0,0,1,1,113,2165786250,-96,-96,-5.25,38.38418726539637,-0.5101910233497621,10,0,113,1,113,3,3,112,2165597072,-111,-111,-1,38.385917659159134,-0.5170252919197084,20,0,112,1,112,0,0,96,4178261773,-102,-102,7.75,38.3846865837538,-0.513212937943281,20,0,96,1,96,0,0,34,4161717987,-107,-107,0.25,38.3833301416072,-0.512394097936542,8,0,34,1,34,125000,7,0,4,2165786250,113,113,1,1,1,1,1,0,0,0,0,0,0,0.04761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,7,0,7,114,114,7,2,12182,73,13,29,0,0,6,211,8,251,1,149,16,0,0,114,2233061713,-104,-104,1.75,38.385917659159134,-0.5170252919197084,20,0,114,5,114,2,2,113,4245726325,-105,-105,3,38.3846865837538,-0.513212937943281,20,0,113,5,113,4,4,97,908006944,-98,-98,-5.25,38.38473180809575,-0.5102983117103578,10,0,97,5,97,0,0,35,4229182676,-93,-93,3.75,38.3833301416072,-0.512394097936542,8,0,35,5,35,125000,7,0,1,2233061713,114,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,8,0,8,115,115,8,2,12256,74,13,28,0,0,7,21,8,196,0,165,16,0,0,115,2266823797,-91,-91,6.75,38.385917659159134,-0.5170252919197084,20,0,115,2,115,2,2,114,4279488365,-74,-74,7.25,38.3846865837538,-0.513212937943281,20,0,114,2,114,3,3,98,4262944787,-91,-91,7.75,38.3833301416072,-0.512394097936542,8,0,98,2,98,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,0,2266823797,115,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,9,0,9,116,116,9,2,12180,75,13,3,0,0,9,252,8,245,4,31,16,0,0,116,2291608894,-102,-102,4.75,38.385917659159134,-0.5170252919197084,20,0,116,6,116,2,2,115,9306133,-85,-85,9.25,38.3846865837538,-0.513212937943281,20,0,115,6,115,3,3,99,4287729908,-90,-90,9,38.3833301416072,-0.512394097936542,8,0,99,6,99,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,2,2291608894,116,116,0,0,0,0,0,0,0,0,0,0,0,0.04761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,10,0,10,117,117,10,2,12257,76,13,10,0,0,0,0,9,36,0,0,16,2,2,117,161156100,-108,-108,3.75,38.3846865837538,-0.513212937943281,20,0,117,1,117,3,3,116,2443459061,-101,-101,6,38.385917659159134,-0.5170252919197084,20,0,116,1,116,3,3,100,144612883,-100,-100,4.75,38.3833301416072,-0.512394097936542,8,0,100,1,100,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,4,161156100,117,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,11,0,11,118,118,11,2,12182,77,13,20,0,0,3,223,8,170,0,29,16,0,0,118,2447856278,-105,-105,5.75,38.385917659159134,-0.5170252919197084,20,0,118,6,118,2,2,117,165553308,-99,-99,7.25,38.3846865837538,-0.513212937943281,20,0,117,6,117,3,3,101,149010108,-83,-83,10.5,38.3833301416072,-0.512394097936542,8,0,101,6,101,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,2,2447856278,118,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,2,1,2,119,119,2,85,2195,2,3,123,0,0,0,0,0,0,0,0,0,2,2,119,263467204,-103,-103,8,38.3846865837538,-0.513212937943281,20,0,119,6,119,3,3,118,2545770302,-109,-109,-0.75,38.385917659159134,-0.5170252919197084,20,0,118,6,118,5,5,102,2545959432,-88,-88,5.5,38.38418726539637,-0.5101910233497621,10,0,102,6,102,0,0,36,246924204,-111,-111,2.5,38.3833301416072,-0.512394097936542,8,0,36,6,36,125000,7,0,2,263467204,119,119,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,3,1,3,120,120,3,85,2470,2,3,123,0,0,0,0,0,0,0,0,0,2,2,120,268885028,-100,-100,8,38.3846865837538,-0.513212937943281,20,0,120,7,120,0,0,119,2551377272,-92,-92,4.25,38.38418726539637,-0.5101910233497621,10,0,119,7,119,2,2,103,2551188134,-115,-115,-2,38.385917659159134,-0.5170252919197084,20,0,103,7,103,0,0,37,252342044,-108,-108,5.5,38.3833301416072,-0.512394097936542,8,0,37,7,37,125000,7,0,7,268885028,120,120,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,12,0,12,121,121,12,2,12258,78,13,22,0,0,0,0,9,35,0,0,16,2,2,121,341526724,-113,-113,-7.5,38.3846865837538,-0.513212937943281,20,0,121,4,121,4,4,120,324983884,-108,-108,5.75,38.3833301416072,-0.512394097936542,8,0,120,4,120,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,3,341526724,121,121,0,0,0,0,0,0,0,0,0,0,0,0.04761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,13,0,13,122,122,13,2,12184,79,13,29,0,0,7,141,7,216,1,17,16,0,0,122,2625680150,-95,-95,8.25,38.385917659159134,-0.5170252919197084,20,0,122,3,122,2,2,121,343376948,-99,-99,7.5,38.3846865837538,-0.513212937943281,20,0,121,3,121,3,3,104,326834115,-103,-103,8.5,38.3833301416072,-0.512394097936542,8,0,104,3,104,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,5,2625680150,122,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,14,0,14,123,123,14,2,11322,80,13,12,0,0,6,103,9,157,0,130,16,3,3,123,1305674034,-90,-90,3.5,38.38473180809575,-0.5102983117103578,10,0,123,5,123,4,4,122,331882924,-98,-98,-5.75,38.3833301416072,-0.512394097936542,8,0,122,5,122,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,1,1305674034,123,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,6,1,6,124,124,6,85,2202,2,3,123,0,0,0,0,0,0,0,0,0,0,0,124,2765958117,-111,-111,1.5,38.385917659159134,-0.5170252919197084,20,0,124,1,124,2,2,123,483654737,-102,-102,8,38.3846865837538,-0.513212937943281,20,0,123,1,123,3,3,105,467112187,-109,-109,2.25,38.3833301416072,-0.512394097936542,8,0,105,1,105,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,4,2765958117,124,124,1,1,1,1,1,0,0,0,0,0,0,0.04761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,125,125,0,2,11321,13,13,79,0,0,0,0,0,0,0,0,16,1,1,125,2902253354,-89,-89,5.25,38.38418726539637,-0.5101910233497621,10,0,125,6,125,2,2,124,619760698,-73,-73,9,38.3846865837538,-0.513212937943281,20,0,124,6,124,2,2,106,2902064254,-107,-107,2.25,38.385917659159134,-0.5170252919197084,20,0,106,6,106,0,0,38,603218428,-92,-92,9.5,38.3833301416072,-0.512394097936542,8,0,38,6,38,125000,7,0,2,2902253354,125,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,1,126,126,1,2,12182,81,13,38,0,0,9,136,9,70,2,10,16,0,0,126,3025962494,-114,-114,-2.75,38.385917659159134,-0.5170252919197084,20,0,126,7,126,0,0,125,3026151586,-98,-98,-4.25,38.38418726539637,-0.5101910233497621,10,0,125,7,125,3,3,107,727116764,-113,-113,-2.75,38.3833301416072,-0.512394097936542,8,0,107,7,107,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,7,3025962494,126,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,2,1,2,127,127,2,85,2196,2,3,123,0,0,0,0,0,0,0,0,0,1,1,127,3146345562,-95,-95,4.75,38.38418726539637,-0.5101910233497621,10,0,127,0,127,3,3,126,3146156485,-113,-113,-7.25,38.385917659159134,-0.5170252919197084,20,0,126,0,126,0,0,108,863852609,-103,-103,7.25,38.3846865837538,-0.513212937943281,20,0,108,0,108,0,0,39,847310843,-104,-104,7,38.3833301416072,-0.512394097936542,8,0,39,0,39,125000,7,0,6,3146345562,127,127,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,3,1,3,128,128,3,85,2471,2,3,123,0,0,0,0,0,0,0,0,0,1,1,128,3151769275,-92,-92,4.25,38.38418726539637,-0.5101910233497621,10,0,128,5,128,2,2,127,869276314,-99,-99,5.75,38.3846865837538,-0.513212937943281,20,0,127,5,127,3,3,109,852734556,-98,-98,-8,38.3833301416072,-0.512394097936542,8,0,109,5,109,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,1,3151769275,128,128,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,4,0,4,129,129,4,2,12185,82,13,30,0,0,10,45,8,90,2,219,16,0,0,129,3258020397,-89,-89,10,38.385917659159134,-0.5170252919197084,20,0,129,0,129,2,2,128,975716379,-79,-79,9.25,38.3846865837538,-0.513212937943281,20,0,128,0,128,3,3,110,959174851,-84,-84,10,38.3833301416072,-0.512394097936542,8,0,110,0,110,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,6,3258020397,129,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,5,0,5,130,130,5,2,12256,83,13,9,0,0,2,241,8,124,0,7,16,2,2,130,1049338651,-77,-77,7.25,38.3846865837538,-0.513212937943281,20,0,130,5,130,3,3,129,3331642766,-91,-91,7,38.385917659159134,-0.5170252919197084,20,0,129,5,129,3,3,111,1032797276,-95,-95,0.5,38.3833301416072,-0.512394097936542,8,0,111,5,111,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,1,1049338651,130,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,6,1,6,131,131,6,85,2203,2,3,123,0,0,0,0,0,0,0,0,0,0,0,131,3366335102,-110,-110,-1.75,38.385917659159134,-0.5170252919197084,20,0,131,6,131,2,2,130,1084030941,-103,-103,6.5,38.3846865837538,-0.513212937943281,20,0,130,6,130,5,5,112,3366524162,-92,-92,2.75,38.38418726539637,-0.5101910233497621,10,0,112,6,112,0,0,40,1067489636,-109,-109,2.75,38.3833301416072,-0.512394097936542,8,0,40,6,40,125000,7,0,2,3366335102,131,131,1,1,1,1,1,0,0,0,0,0,0,0.04761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,7,0,7,132,132,7,2,12183,84,13,31,0,0,6,211,8,252,1,148,16,2,2,132,1150695317,-105,-105,4.5,38.3846865837538,-0.513212937943281,20,0,132,5,132,1,1,131,2107944354,-97,-97,-6.75,38.38473180809575,-0.5102983117103578,10,0,131,5,131,2,2,113,3432999566,-104,-104,2.25,38.385917659159134,-0.5170252919197084,20,0,113,5,113,0,0,41,1134154148,-92,-92,6.75,38.3833301416072,-0.512394097936542,8,0,41,5,41,125000,7,0,1,1150695317,132,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,8,0,8,133,133,8,2,12257,85,13,35,0,0,7,19,8,196,0,163,16,0,0,133,3466757550,-97,-97,7.75,38.385917659159134,-0.5170252919197084,20,0,133,4,133,2,2,132,1184453258,-68,-68,8.5,38.3846865837538,-0.513212937943281,20,0,132,4,132,3,3,114,1167912164,-91,-91,9.25,38.3833301416072,-0.512394097936542,8,0,114,4,114,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,3,3466757550,133,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,9,0,9,134,134,9,2,12181,86,13,34,0,0,9,252,8,247,4,33,16,2,2,134,1209303218,-86,-86,9,38.3846865837538,-0.513212937943281,20,0,134,7,134,3,3,133,3491607542,-105,-105,5.75,38.385917659159134,-0.5170252919197084,20,0,133,7,133,3,3,115,1192762172,-94,-94,8.75,38.3833301416072,-0.512394097936542,8,0,115,7,115,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,7,1209303218,134,134,0,0,0,0,0,0,0,0,0,0,0,0.04761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,10,0,10,135,135,10,2,12258,87,13,4,0,0,0,0,9,38,0,0,16,0,0,135,3643370038,-103,-103,7,38.385917659159134,-0.5170252919197084,20,0,135,7,135,2,2,134,1361065514,-109,-109,4,38.3846865837538,-0.513212937943281,20,0,134,7,134,3,3,116,1344524780,-101,-101,7,38.3833301416072,-0.512394097936542,8,0,116,7,116,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,7,3643370038,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,11,0,11,136,136,11,2,12183,88,12,254,0,0,3,223,8,171,0,29,16,2,2,136,1365468482,-108,-108,5.25,38.3846865837538,-0.513212937943281,20,0,136,0,136,3,3,135,3647773005,-109,-109,2.25,38.385917659159134,-0.5170252919197084,20,0,135,0,135,3,3,117,1348927747,-83,-83,9.5,38.3833301416072,-0.512394097936542,8,0,117,0,117,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,6,1365468482,136,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,2,1,2,137,137,2,85,2197,2,3,123,0,0,0,0,0,0,0,0,0,2,2,137,1464236410,-101,-101,5,38.3846865837538,-0.513212937943281,20,0,137,5,137,0,0,136,3746730094,-86,-86,4.5,38.38418726539637,-0.5101910233497621,10,0,136,5,136,2,2,118,3746541062,-102,-102,-6.75,38.385917659159134,-0.5170252919197084,20,0,118,5,118,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,1,1464236410,137,137,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,3,1,3,138,138,3,85,2472,2,3,123,0,0,0,0,0,0,0,0,0,1,1,138,3752133838,-93,-93,2.25,38.38418726539637,-0.5101910233497621,10,0,138,6,138,2,2,137,1469640146,-101,-101,7.25,38.3846865837538,-0.513212937943281,20,0,137,6,137,2,2,119,3751944814,-110,-110,-4.5,38.385917659159134,-0.5170252919197084,20,0,119,6,119,0,0,42,1453099636,-106,-106,5.5,38.3833301416072,-0.512394097936542,8,0,42,6,42,125000,7,0,2,3752133838,138,138,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,12,0,12,139,139,12,2,12259,89,13,35,0,0,0,0,9,35,0,0,16,2,2,139,1541466562,-110,-110,-1,38.3846865837538,-0.513212937943281,20,0,139,6,139,4,4,138,1524926196,-109,-109,5.25,38.3833301416072,-0.512394097936542,8,0,138,6,138,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,2,1541466562,139,139,0,0,0,0,0,0,0,0,0,0,0,0.04761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,13,0,13,140,140,13,2,12185,90,13,29,0,0,7,140,7,220,1,17,16,0,0,140,3825596078,-95,-95,8.75,38.385917659159134,-0.5170252919197084,20,0,140,4,140,2,2,139,1543291322,-97,-97,8.25,38.3846865837538,-0.513212937943281,20,0,139,4,139,3,3,120,1526750956,-101,-101,7,38.3833301416072,-0.512394097936542,8,0,120,4,120,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,3,3825596078,140,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,14,0,14,141,141,14,2,11323,91,13,34,0,0,6,102,9,156,0,130,16,0,0,141,3830665134,-110,-110,-4.5,38.385917659159134,-0.5170252919197084,20,0,141,3,141,1,1,140,2505609778,-86,-86,5.5,38.38473180809575,-0.5102983117103578,10,0,140,3,140,0,0,121,1548360370,-115,-115,-4.25,38.3846865837538,-0.513212937943281,20,0,121,3,121,0,0,43,1531820019,-101,-101,8,38.3833301416072,-0.512394097936542,8,0,43,3,43,125000,7,0,5,3830665134,141,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,6,1,6,142,142,6,85,2204,2,3,123,0,0,0,0,0,0,0,0,0,2,2,142,1684409386,-103,-103,4.25,38.3846865837538,-0.513212937943281,20,0,142,5,142,0,0,141,3966903334,-92,-92,3,38.38418726539637,-0.5101910233497621,10,0,141,5,141,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,1,1684409386,142,142,1,1,1,1,1,0,0,0,0,0,0,0.04761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,143,143,0,2,11322,92,13,75,0,0,0,0,0,0,0,0,16,1,1,143,4102196826,-85,-85,6.75,38.38418726539637,-0.5101910233497621,10,0,143,2,143,2,2,142,1819702714,-75,-75,7.75,38.3846865837538,-0.513212937943281,20,0,142,2,142,2,2,122,4102007837,-97,-97,6,38.385917659159134,-0.5170252919197084,20,0,122,2,122,0,0,44,1803162915,-95,-95,7.75,38.3833301416072,-0.512394097936542,8,0,44,2,44,125000,7,0,0,4102196826,143,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
